City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,Hatillo,18.49,-66.83,91.0,74,1,17.63,PR,1593805910
348,Lata,40.16,-8.33,71.01,58,0,7.0,PT,1593805910
349,Buin,-33.73,-70.75,62.6,39,20,3.36,CL,1593805910
350,Todos Santos,23.45,-110.22,79.0,80,54,4.0,MX,1593805911
351,Broome,42.25,-75.83,80.6,57,20,8.05,US,1593805911
352,Canutama,-6.53,-64.38,79.86,88,100,3.4,BR,1593805911
353,Dauphin,51.15,-100.05,84.2,48,1,2.24,CA,1593805911
354,Uvalde,29.37,-99.77,97.0,41,0,10.29,US,1593805712
355,Adrar,20.5,-10.07,100.83,8,0,1.81,MR,1593805911
356,Rodrigues Alves,-7.74,-72.65,84.52,66,38,4.29,BR,1593805911
357,Yichang,30.71,111.28,75.0,81,91,0.72,CN,1593805912
358,Marfino,55.7,37.38,66.0,93,40,4.47,RU,1593805912
359,Guerrero Negro,27.98,-114.06,82.92,40,0,13.33,MX,1593805912
360,Kavieng,-2.57,150.8,82.06,72,4,2.77,PG,1593805912
361,Marathon,44.9,-89.77,88.0,40,1,9.17,US,1593805912
362,Kampot,10.62,104.18,77.0,69,40,5.82,KH,1593805912
363,George Town,5.41,100.34,80.6,94,20,4.7,MY,1593805892
364,Kano,12.0,8.52,86.0,58,40,13.87,NG,1593805668
365,Bonfim,3.08,-59.95,86.59,64,60,7.16,BR,1593805913
366,Prescott,34.54,-112.47,78.01,41,75,9.17,US,1593805619
367,Moose Factory,51.26,-80.61,69.8,49,1,6.93,CA,1593805913
368,Melineşti,44.57,23.72,75.2,73,1,3.36,RO,1593805913
369,Staraya Poltavka,50.48,46.48,75.49,59,5,5.82,RU,1593805913
